,s2token_15,x,y,z,day,month,hour_y,street_y,road_type,jam_level,speed_decrease_%,Freq
982,2e698b974,0.9836845025005673,0.15733854946993678,0.08723176251175772,27,11,9,N1 Jalan Raya Bekasi,6.0,3.0,67.37668161434978,68.0
983,2e69eec04,0.996602392765738,-0.021315036131618722,-0.07955714907105245,28,11,14,,,,,
984,2e68ef48c,0.5766191545644006,0.5368310128748909,-0.6158918851593636,27,11,4,Cigondewah Rahayu,2.0,4.0,66.31871955462769,64.0
985,2e698dabc,0.9884799309749068,0.14914088893143537,0.02577637112909545,24,11,4,,,,,
986,2e6992384,0.9847273739106044,0.16945308734303335,-0.039970617471323654,24,11,8,Narogong Raya,7.0,2.0,33.18284424379232,140.0
987,2e698d7a4,0.9904972726331008,0.13750552213951922,-0.0027174045570705916,26,11,19,Jati Mekar,2.0,3.0,21.607378129117254,12.0
988,2e698e36c,0.9730820282593617,0.23031707158660403,0.008087818891254352,25,11,13,,,,,
989,2e698f9d4,0.9622563950712077,0.27020424671748833,0.032439099870351075,28,11,16,,,,,
990,2e69e920c,0.9923798666303334,-0.04173411547085729,-0.11593301476553904,26,11,11,Muhtar Raya,7.0,3.0,13.024602026049209,66.0
991,2e698c23c,0.9818015336816777,0.18390938996559938,0.04736121559658747,29,11,11,,,,,
992,2e6996f84,0.9655605960495908,0.22552819906428698,-0.12972959100829054,24,11,19,,,,,
993,2e698cfcc,0.9903644411072781,0.13450888344641293,0.03294896150515318,27,11,11,Exit 10: Jakasampurna/Jatibening/Kranji,7.0,3.0,65.63179136914002,104.0
994,2e69e93ac,0.9934275428718377,-0.030043141652109216,-0.11044965687268828,28,11,10,Sawangan Raya,4.0,3.0,14.682002706359945,68.0
995,2e698c35c,0.9849411958561035,0.1694898820841632,0.03411774577320559,29,11,15,KH Noer Ali,2.0,3.0,13.171577123050257,68.0
996,2e68e7924,0.5428229363697515,0.6073205242959728,-0.5800905451046288,28,11,16,Jenderal Ahmad Yani,6.0,4.0,66.1550888529887,19.0
997,2e68e83ac,0.5211427058753997,0.5830642741110719,-0.6232546288381624,28,11,18,Margacinta,2.0,3.0,32.9626687847498,37.0
998,2e6989524,0.9766589242369262,0.20091461224530446,0.07596488856497395,26,11,19,Kaliabang,2.0,4.0,54.94505494505495,260.0
999,2e68e660c,0.5821373461226369,0.578457982879877,-0.571403948439138,28,11,15,,,,,
1000,2e6992894,0.9897657039560118,0.14038283819062164,-0.025622451366058764,26,11,7,Wibawa Mukti 2,2.0,3.0,14.681014604150654,35.0
1001,2e699b26c,0.9430062405074743,0.3322322522213845,-0.018998972284464333,26,11,17,,,,,
1002,2e698c7cc,0.9869372923627009,0.14890813712058432,0.061491037095319445,24,11,14,I Gusti Ngurah Rai,2.0,4.0,90.45587843241802,32.0
1003,2e69924a4,0.9848873243244172,0.16648871676263324,-0.047733275351917626,23,11,10,Narogong Raya,2.0,3.0,24.220183486238536,62.0
1004,2e69c5c4c,0.9498601106803977,-0.009105862260182939,-0.3125425625586399,28,11,20,N9 Jalan Raya Pajajaran,6.0,3.0,27.27272727272727,22.0
1005,2e69f2d34,0.9951059890967116,0.09645277330668654,0.02146934990409503,29,11,13,Jatiwaringin Raya,7.0,3.0,15.768056968463892,142.0
1006,2e698e34c,0.9717033612869066,0.23605919474643783,0.00828457840754991,24,11,19,,,,,
1007,2e68e7c44,0.5491648992698825,0.5928821154112486,-0.5889895675098011,25,11,11,Jenderal Ahmad Yani,1.0,4.0,50.047483380816715,120.0
1008,2e69910f4,0.9729295444305929,0.2242219983751652,-0.055969607991540125,28,11,17,,,,,
1009,2e699a1a4,0.9513852397208622,0.2977279902155826,-0.07889340583006521,29,11,13,Cibarusah Raya,7.0,3.0,52.30969420949903,37.0
1010,2e69e994c,0.9872862038956998,-0.015289760716926786,-0.15821559598989535,29,11,11,,,,,
1011,2e68e6eec,0.5842516413778884,0.5909590709155165,-0.5562529964412891,28,11,20,Ciumbuleuit,2.0,4.0,49.385964912280706,32.0
1012,2e69e8e04,0.9916338938921289,-0.04463279757404228,-0.12112032804219425,28,11,11,Muhtar Raya,1.0,3.0,41.80845892075838,114.0
1013,2e69c43dc,0.9597104080583319,-0.012031412042146208,-0.2807332858582717,23,11,14,Dadali,7.0,4.0,71.17870722433459,156.0
1014,2e698c5dc,0.9871842100353136,0.15192693516141864,0.04884200885930058,25,11,20,,,,,
1015,2e68e7c04,0.5477743244716322,0.5984477103036032,-0.5846397416204459,24,11,5,,,,,
1016,2e698c33c,0.9839167997559569,0.17530078102889277,0.03431278666410532,28,11,14,KH Noer Ali,1.0,4.0,54.62046204620462,11.0
1017,2e6992504,0.98699598506476,0.15488168968543573,-0.0430184572739215,25,11,12,,,,,
1018,2e68e814c,0.5315160315171533,0.5841473506558105,-0.6134024624682021,29,11,13,N11 Soekarno-Hatta,1.0,3.0,11.654135338345865,126.0
1019,2e698c86c,0.9880769061198255,0.1401433085398907,0.06374857382064873,25,11,14,I Gusti Ngurah Rai,2.0,3.0,47.66516776202006,268.0
1020,2e699af1c,0.9491746875752289,0.31249943410504,-0.037570149726824625,23,11,11,Cibarusah Raya,7.0,3.0,49.291975724882,44.0
1021,2e69e91fc,0.9917731290511218,-0.0417085993786402,-0.1210225319104625,28,11,17,,,,,
1022,2e6992b84,0.9933035988351012,0.11109473287905504,-0.03171625557608775,24,11,5,Hankam Raya,2.0,3.0,38.95216400911162,76.0
1023,2e68e7b64,0.5573756035392659,0.5911311613704554,-0.5830063349879276,27,11,6,,,,,
1024,2e69e91e4,0.9914599681512032,-0.04169542952947494,-0.12356626849576645,29,11,4,,,,,
1025,2e698c874,0.9876528376786595,0.14305820550010376,0.06384529790345868,27,11,16,I Gusti Ngurah Rai,2.0,4.0,78.10766721044045,66.0
1026,2e68e62f4,0.5611432594404973,0.5743449511166226,-0.5960252675108154,25,11,1,Asia Afrika,7.0,3.0,42.99674267100978,105.0
1027,2e69ebacc,0.9897755099245973,0.04309563287351401,-0.13596766667386317,25,11,9,,,,,
1028,2e68e66cc,0.5790919208465308,0.5686603326503251,-0.5841900147043741,27,11,23,,,,,
1029,2e698e83c,0.9799703221717877,0.1955718288806004,0.03754766851376755,25,11,14,,,,,
1030,2e68e8f34,0.5475045881845478,0.5637131235905437,-0.6184385500667476,27,11,0,N11 Soekarno-Hatta,6.0,4.0,17.488789237668172,76.0
1031,2e6992714,0.9868309520398449,0.16083070315745973,-0.017267223807265645,29,11,14,Cipendawa Baru,2.0,3.0,28.51485148514851,47.0
1032,2e69851a4,0.9477651047734441,0.31825346733212473,0.021355015918109316,24,11,16,,,,,
1033,2e69851e4,0.9449507873122834,0.3266545919953785,0.019099400153628505,25,11,17,,,,,
1034,2e698d0cc,0.990450809561387,0.13749907191586616,0.010059774424339364,27,11,20,Ratna,2.0,2.0,25.29748788012341,74.0
1035,2e699a664,0.9519860843389619,0.3010060517992461,-0.0558377292267543,23,11,11,Cibarusah Raya,7.0,4.0,78.8722589627567,216.0
1036,2e698c1f4,0.9809989625247075,0.1867583938735575,0.05255794747910785,28,11,12,Perjuangan,2.0,4.0,76.16766467065868,69.0
1037,2e68e867c,0.5387819928473373,0.5748102247211688,-0.6158791843693463,28,11,1,Buah Batu,2.0,4.0,50.7227332457293,87.0
1038,2e69c4234,0.9590975132047359,-0.006365228204353323,-0.28300431804903287,23,11,7,,,,,
1039,2e698f0fc,0.9672930396830108,0.2501677144757169,0.04195581026267274,29,11,12,Sumberjaya Raya,2.0,3.0,19.573796369376485,35.0
1040,2e68e65cc,0.5767129479532901,0.579891461480798,-0.5754372846494133,29,11,16,RA Wiranatakusumah,7.0,4.0,42.44274809160305,108.0
1041,2e698c55c,0.98869463429281,0.14618987430232794,0.033338277881081284,25,11,7,,,,,
1042,2e69c8be4,0.9354588613769058,0.024151513906473448,-0.35260944832413155,29,11,20,N9 Jalan Raya Tajur,6.0,3.0,56.47271087054578,96.0
1043,2e68e8444,0.5322163376639474,0.5745843344142034,-0.6217705465598721,28,11,19,Terusan Buah Batu,2.0,3.0,22.582972582972577,76.0
1044,2e699278c,0.9882871986692033,0.15209668431356396,-0.012450364147232764,29,11,16,Swatantra 5,2.0,4.0,58.96834701055099,34.0
1045,2e6992774,0.9873403189924099,0.15792329067760308,-0.01480975197373371,24,11,12,,,,,
1046,2e698fbb4,0.9671753364719154,0.25318671269059084,0.021641558108635443,29,11,11,,,,,
1047,2e69e9384,0.9936870590090752,-0.02125268383865809,-0.11015603563831104,26,11,20,Sawangan Raya,7.0,2.0,14.427860696517406,34.0
1048,2e69ee5fc,0.998170512657827,-0.021348574614368926,-0.05656735827618065,25,11,9,,,,,
1049,2e698dc74,0.9853849032798875,0.1695662357987336,0.016244508768660883,28,11,13,Pekayon Jaya,2.0,4.0,34.182174338883456,46.0
1050,2e698e364,0.9730587526179293,0.23031156251602378,0.010641810234503562,25,11,13,Lambang Jaya,2.0,2.0,26.529774127310063,38.0
1051,2e698f0f4,0.9673935698862738,0.25019371426084336,0.03940540936286145,27,11,0,,,,,
1052,2e6992a8c,0.9939923086257609,0.10820259087166718,-0.016476945150380982,28,11,14,Hankam Raya,2.0,4.0,40.32258064516129,32.0
1053,2e68ef584,0.5850715462035163,0.5414775032365257,-0.603732887386272,24,11,13,Gempol Sari,2.0,4.0,60.200668896321076,33.0
1054,2e69c5a44,0.9489976767920435,-0.03430347565414766,-0.3134113606769058,28,11,16,,,,,
1055,2e69e9274,0.9926734409813928,-0.04174646161599625,-0.11338726785977886,25,11,9,Muhtar Raya,7.0,3.0,20.278330019880723,37.0
1056,2e698fb1c,0.9693864515086036,0.24461034897413134,0.02134677507989051,28,11,18,N1 Sultan Hasanudin,6.0,3.0,20.294599018003275,41.0
1057,2e68e864c,0.5436813852306104,0.5766075993030572,-0.6098641059938597,25,11,1,Karawitan,2.0,4.0,75.85004359197907,138.0
1058,2e698dc8c,0.9847833966227221,0.1724573857608927,0.02145021754512564,26,11,20,,,,,
1059,2e6992d7c,0.9927689003890795,0.10806941485032986,-0.05225812849849699,24,11,10,,,,,
1060,2e68e7cac,0.5597363453609713,0.5866391738545029,-0.5852774584598741,23,11,7,LLRE Martadinata,2.0,3.0,19.652061855670098,39.0
1061,2e698e86c,0.9794760799353739,0.1984818502464208,0.035093645538620995,28,11,18,,,,,
1062,2e698e4d4,0.9715213517377185,0.2360149785490578,0.021052149966311315,28,11,18,,,,,
1063,2e68e601c,0.5767794124921568,0.5531330647924187,-0.6011400185967893,25,11,18,Terusan Pasir Koja,7.0,4.0,18.5114503816794,35.0
1064,2e68e8b0c,0.5668605521486169,0.5500975898486093,-0.6132387431176511,25,11,18,N11 Soekarno-Hatta,6.0,2.0,38.857142857142854,108.0
1065,2e698a5ac,0.9804518810214822,0.15385477376375276,0.1226491646589639,23,11,18,,,,,
1066,2e69e9274,0.9926734409813928,-0.04174646161599625,-0.11338726785977886,26,11,11,Muhtar Raya,7.0,3.0,20.278330019880723,37.0
1067,2e6984f84,0.9406266832966999,0.3376541536042812,0.03480108078819245,28,11,17,,,,,
1068,2e698fa4c,0.9671187291212011,0.2531718940444767,0.024194128397715,28,11,9,,,,,
1069,2e68e88c4,0.5497167163094023,0.5659907404031793,-0.6143826279997416,25,11,16,,,,,
1070,2e698e71c,0.9793422116848465,0.20146660807902173,0.017321611973691073,26,11,8,Jatimulya - Pengasinan,2.0,3.0,65.58922558922558,123.0
1071,2e6996884,0.9705154902141491,0.20263921239286312,-0.13052598536379714,25,11,7,,,,,
1072,2e698d1bc,0.991427675891835,0.12869772478906372,0.022540166588402594,26,11,13,Jatibening,2.0,3.0,18.37237977805178,86.0
1073,2e69e924c,0.9930373692322654,-0.03296309382693421,-0.11309384489713983,28,11,10,Sawangan Raya,7.0,3.0,18.75901875901876,80.0
1074,2e69c67e4,0.9539937085524685,0.007739189972871728,-0.29972672383501553,25,11,10,,,,,
1075,2e68e7d6c,0.5500792986439832,0.5833929805834351,-0.5975494920166189,26,11,13,Gatot Subroto,2.0,4.0,51.193633952254636,51.0
1076,2e69c4f4c,0.9583428093408424,-0.04596678796491449,-0.28189734689934637,25,11,19,,,,,
1077,2e698e5a4,0.9741335304680735,0.22449946980861596,0.025765342486706738,24,11,20,N1 Pangeran Diponegoro,2.0,3.0,41.956059532246634,34.0
1078,2e698b97c,0.9834615155487446,0.15730288311201276,0.08977332788314585,28,11,16,N1 Jalan Raya Bekasi,6.0,3.0,61.42608695652174,105.0
1079,2e69eca9c,0.9915075290021605,0.09020050119495265,-0.09368398751232321,24,11,18,Trans Yogi,7.0,4.0,73.20754716981132,128.0
1080,2e69ef474,0.9939344846475656,-0.06826215444066176,-0.08622365394424793,28,11,6,N6 Cinangka Raya,6.0,3.0,47.48223663886314,70.0
1081,2e69e93b4,0.993141396649725,-0.03003448804516442,-0.11299599899332077,28,11,14,Sawangan Raya,1.0,4.0,49.24284913067862,47.0
1082,2e68e6844,0.5946070238975691,0.5736169590390319,-0.5633880291899085,25,11,15,,,,,
1083,2e69c4364,0.955877759316772,-0.017623554525191404,-0.2932356041981343,27,11,17,,,,,
1084,2e69c4854,0.9615382454766926,-0.05180609526492019,-0.26974122966095804,27,11,18,,,,,
1085,2e69eba04,0.9918037129412794,0.049048968044054515,-0.11798132788583769,24,11,8,,,,,
1086,2e69ebc14,0.9923430866665873,0.02269092021203895,-0.12140972154222544,29,11,18,,,,,
1087,2e698f2ec,0.9674129204823269,0.24411235757730754,0.06724134265393553,28,11,12,,,,,
1088,2e69eea4c,0.9964292257500217,-0.006612987025889689,-0.08417283691196172,26,11,15,Tanah Baru,2.0,3.0,37.23618090452261,39.0
1089,2e699a14c,0.951227863626222,0.3007663119260601,-0.06859429328660853,27,11,21,Cibarusah Raya,7.0,4.0,62.193251533742334,70.0
1090,2e698e654,0.9786416052222182,0.20433590818149563,0.022526543359411462,26,11,17,HM Joyomartono,2.0,4.0,56.70103092783505,615.0
1091,2e6992a8c,0.9939923086257609,0.10820259087166718,-0.016476945150380982,29,11,16,Hankam Raya,2.0,4.0,40.32258064516129,32.0
1092,2e6992804,0.9895915800623964,0.1433390258407776,-0.01274473776216935,24,11,16,Exit Jati Asih/Cikunir/Jati Mekar,4.0,4.0,89.02373247033441,56.0
1093,2e68e848c,0.5283849464258488,0.5738453274836569,-0.6257083094507595,23,11,9,,,,,
1094,2e69c5cc4,0.9529615548983762,-0.011946805026844953,-0.3028556566011597,28,11,19,,,,,
1095,2e699203c,0.9822248749246814,0.18699177784193557,-0.016382005332260818,27,11,0,,,,,
1096,2e69e9444,0.9935840027601138,-0.012456068450770911,-0.11240852199873366,26,11,15,Sawangan Raya,7.0,3.0,18.174342105263165,126.0
1097,2e68e6e9c,0.586255920274675,0.5929863596911322,-0.5519702647454418,25,11,1,,,,,
1098,2e698b974,0.9836845025005673,0.15733854946993678,0.08723176251175772,25,11,4,N1 Jalan Raya Bekasi,6.0,3.0,67.37668161434978,68.0
1099,2e698c4bc,0.9859312092241675,0.16367313784563148,0.03392277443747425,25,11,13,,,,,
1100,2e698bb24,0.981721739658527,0.15702460911839614,0.10754393526857,23,11,15,,,,,
1101,2e69c5d5c,0.953187826030504,0.0021090168491421668,-0.30237149395267354,28,11,14,,,,,
1102,2e699a1cc,0.9518545301461816,0.2947909893707539,-0.08409058226700517,29,11,11,Cibarusah Raya,7.0,3.0,32.158054711246194,52.0
1103,2e698fb0c,0.9687077697976559,0.24748402971108635,0.018892108712740035,26,11,11,N1 Sultan Hasanudin,6.0,4.0,47.6878612716763,37.0
1104,2e6992784,0.987835146819141,0.1550133728861829,-0.012352203659888207,27,11,16,,,,,
1105,2e698fdcc,0.9666490147776712,0.2561014659402428,0.0013120109054965126,27,11,18,Exit 24: Cibitung/Kws Industri,2.0,3.0,57.24946695095948,31.0
1106,2e698cf6c,0.9891599410104559,0.14029692015847728,0.043351877632202176,24,11,23,,,,,
1107,2e698d00c,0.9893480819860476,0.14330375595998923,0.025581364277314538,26,11,10,Arah Tol Jagorawi/Tol Serpong,4.0,2.0,44.95454545454546,63.0
1108,2e698b8bc,0.9837422135777711,0.16330974556955366,0.07470732378498618,25,11,16,,,,,
1109,2e69c414c,0.9609966453072561,-0.017717931620465612,-0.2759918886621347,25,11,16,N9 KH Soleh Iskandar (Jalur Lambat),6.0,2.0,35.96885294998503,15.0
1110,2e68ef4a4,0.572376759143048,0.5392393922564848,-0.6177424410154754,29,11,7,,,,,
1111,2e68e61bc,0.5725847017999801,0.5622703326962061,-0.5966563770163908,28,11,22,,,,,
1112,2e68e608c,0.5812174008183797,0.5573891079715431,-0.5928774875980825,24,11,11,,,,,
1113,2e698f944,0.964204853673492,0.2646174560578338,0.01692932668361011,25,11,19,,,,,
1114,2e69c5b74,0.9510600557277636,-0.02314756712705167,-0.3081378920795066,26,11,19,Kapten Muslihat,2.0,4.0,68.52387843704776,152.0
1115,2e69f2d34,0.9951059890967116,0.09645277330668654,0.02146934990409503,26,11,20,Jatiwaringin Raya,7.0,3.0,15.768056968463892,142.0
1116,2e68e7f74,0.5325718057718796,0.6066070098261217,-0.5902501226824868,23,11,12,,,,,
1117,2e698e69c,0.9768879979540323,0.21301657270661553,0.01771381397920425,26,11,12,Lambang Jaya,2.0,3.0,57.72200772200772,816.0
1118,2e698de8c,0.9839547865967477,0.17830601039331323,0.006320173333721811,23,11,14,Narogong Raya,7.0,4.0,60.49736967957915,56.0
1119,2e69e920c,0.9923798666303334,-0.04173411547085729,-0.11593301476553904,23,11,8,Muhtar Raya,7.0,3.0,13.024602026049209,66.0
1120,2e69897d4,0.9759530559137345,0.19177583938797724,0.10362268129941289,25,11,21,,,,,
1121,2e698de8c,0.9839547865967477,0.17830601039331323,0.006320173333721811,29,11,12,Narogong Raya,7.0,4.0,60.49736967957915,56.0
1122,2e69ef12c,0.9953431840337491,-0.06541050836934283,-0.07080544747702976,29,11,1,N6 RE Martadinata,6.0,4.0,53.85139740967963,222.0
1123,2e69c8bb4,0.9373148980326328,0.018666267491245853,-0.34798326451716105,29,11,14,N9 Jalan Raya Tajur,1.0,3.0,30.03781739600217,114.0
1124,2e68e8f34,0.5475045881845478,0.5637131235905437,-0.6184385500667476,23,11,18,N11 Soekarno-Hatta,6.0,4.0,17.488789237668172,76.0
1125,2e68e623c,0.5660782940446122,0.5691981954125889,-0.59629588238608,28,11,8,,,,,
1126,2e698c7ac,0.9860292229057208,0.1547299831344652,0.06168471362621561,27,11,21,,,,,
1127,2e69e9944,0.9876885973674518,-0.015295992445753609,-0.15568322724498998,25,11,8,Cipayung Raya,2.0,2.0,39.41967445152159,47.0
1128,2e698d454,0.9938030290973543,0.11115059099901131,-0.0010418625119451065,29,11,5,Jati Makmur,2.0,3.0,25.2836304700162,31.0
1129,2e698e794,0.9803605688846372,0.19564971007926513,0.024786002543576845,23,11,19,,,,,
1130,2e698fb24,0.9701065612845005,0.2417473038346682,0.021248549160603616,27,11,13,N1 Sultan Hasanudin,2.0,3.0,39.30379746835443,68.0
1131,2e69e93a4,0.9935226961001622,-0.027113319235756727,-0.11035180222309246,24,11,20,Sawangan Raya,7.0,3.0,18.581341557440247,105.0
1132,2e6994a64,0.989010976258814,0.1106146301601859,-0.09809022598665561,28,11,20,Trans Yogi,1.0,2.0,14.088159031979263,47.0
1133,2e69c4054,0.9633458183980484,-0.006393422868258578,-0.2681864245613897,26,11,6,,,,,
1134,2e69ef43c,0.993715288744081,-0.07413775576690033,-0.08386607231840089,29,11,17,,,,,
1135,2e68e62ac,0.5540298484225739,0.5772284165214191,-0.5998818902225963,28,11,21,,,,,
1136,2e68e891c,0.5540673998178892,0.5637553958797752,-0.6125268729414907,25,11,17,,,,,
1137,2e698e624,0.977833634043143,0.20718189802344317,0.03028275524756777,27,11,9,HM Joyomartono,2.0,4.0,65.84234930448223,360.0
1138,2e68e7c84,0.5546406962200734,0.5917293960566736,-0.5850042905303485,25,11,17,WR Supratman,7.0,4.0,48.34488067744419,72.0
1139,2e698a4d4,0.9811672414668136,0.15693591813978855,0.1126142169977897,28,11,18,,,,,
1140,2e698e16c,0.9776545883448616,0.2101619117892511,0.004845278250646059,26,11,18,,,,,
1141,2e69e8e9c,0.9908083464138726,-0.059245816697909466,-0.12160902055524024,28,11,17,,,,,
1142,2e6a20c7c,0.96899666816381,0.1755953955794022,0.17381517234910301,27,11,12,,,,,
1143,2e68e8bbc,0.5636935911670792,0.5535393838638596,-0.6130609152350038,29,11,11,KH Wahid Hasyim,7.0,3.0,36.31386861313869,237.0
1144,2e698ffa4,0.9611475582508113,0.2760278236860566,0.0020029527309794104,27,11,13,Kalimalang (Cibitung-Cikarang),2.0,3.0,68.04049168474332,66.0
1145,2e68e643c,0.5746167076652606,0.5777836679093957,-0.5796392605484049,25,11,18,Pasteur,2.0,3.0,43.83792909397861,42.0
1146,2e698becc,0.9819420007346465,0.16897377693024962,0.08507508391512533,24,11,20,Pejuang,2.0,4.0,86.18387262455059,50.0
1147,2e69ea654,0.9852354679514808,0.0399860680991584,-0.16646977818329714,28,11,18,N8 Jalan Raya Bogor,6.0,4.0,52.65459088069957,124.0
1148,2e698f974,0.9641089156071802,0.26459112670785206,0.022034847723922786,27,11,10,,,,,
1149,2e6992c8c,0.9934492643177214,0.10814347693227541,-0.036926245728163026,25,11,6,Hankam Raya,2.0,4.0,70.58823529411765,74.0
1150,2e6984ecc,0.9369027879672529,0.3488689079454711,0.02244216941659881,28,11,14,N1 Gatot Subroto,6.0,4.0,89.29984177215191,17.0
1151,2e68e626c,0.5633574759513146,0.5698250325773051,-0.5982706632771135,26,11,18,,,,,
1152,2e68e810c,0.527497206510133,0.5901738090967058,-0.6110986599398587,29,11,15,N11 Soekarno-Hatta,6.0,4.0,16.71957671957671,34.0
1153,2e698e34c,0.9717033612869066,0.23605919474643783,0.00828457840754991,27,11,18,,,,,
1154,2e698c3cc,0.9828793131125205,0.178111119948276,0.04716656449467927,24,11,0,N1 Jenderal Ahmad Yani,7.0,4.0,74.79393778250466,111.0
1155,2e698b96c,0.9832074555627828,0.16024015673703196,0.08732806819488113,27,11,20,Pejuang,1.0,3.0,56.975505857295,38.0
1156,2e68e67cc,0.5887598674050675,0.5713493077468589,-0.5717707469522663,23,11,19,Dr Djundjunan,6.0,3.0,51.50677356925629,10.0
1157,2e69ef014,0.9968953763705427,-0.04781595681856956,-0.06255591774211892,28,11,18,,,,,
1158,2e698dacc,0.9879643722798424,0.15204700156598125,0.02842724785292678,25,11,10,,,,,
1159,2e69c416c,0.9611402266803412,-0.012049336967042806,-0.27579753105406346,27,11,20,,,,,
1160,2e698d024,0.990114240019368,0.13745234773813214,0.02794000379643811,25,11,18,Caman Raya,2.0,3.0,66.08873023967364,136.0
1161,2e69c43cc,0.9590459034380482,-0.009193922136222828,-0.2831014427629272,27,11,14,,,,,
1162,2e68e65ac,0.5733610684039719,0.5833864187035243,-0.5752541800899251,28,11,17,,,,,
1163,2e698d86c,0.9883371890558184,0.15210437779786887,-0.007338868030341788,26,11,17,Jalan Jatiasih,2.0,2.0,13.881748071979427,36.0
1164,2e68e649c,0.5658333277236884,0.5825844741509956,-0.5834620602192956,29,11,19,LLRE Martadinata,1.0,4.0,19.033674963396777,34.0
1165,2e68e8bec,0.5609772151557945,0.5541421614194828,-0.615004901617372,24,11,6,N11 Soekarno-Hatta,6.0,3.0,44.22290388548057,64.0
1166,2e698e7a4,0.979835387712372,0.19855466067420705,0.022330689892972985,27,11,21,Chairil Anwar,4.0,4.0,77.29179149191133,42.0
1167,2e69eb4ac,0.988862494464273,0.09584760925479419,-0.11386045337181887,28,11,1,,,,,
1168,2e69927f4,0.9887306238308917,0.1491787132253019,-0.0125485066609096,25,11,15,,,,,
1169,2e68e86a4,0.5337985686017263,0.579724718657465,-0.6156121658449183,25,11,13,N11 Soekarno-Hatta,2.0,3.0,32.91473892927958,138.0
1170,2e68e7d5c,0.5506965266141628,0.5805954735437505,-0.5997017856198236,28,11,21,Pelajar Pejuang 45,7.0,4.0,59.41080196399346,204.0
1171,2e69e9384,0.9936870590090752,-0.02125268383865809,-0.11015603563831104,27,11,20,Sawangan Raya,7.0,2.0,14.427860696517406,34.0
1172,2e69e920c,0.9923798666303334,-0.04173411547085729,-0.11593301476553904,25,11,7,Muhtar Raya,7.0,3.0,13.024602026049209,66.0
1173,2e698bfcc,0.9791631190357123,0.18640889382869955,0.08056867022494589,28,11,18,,,,,
1174,2e69ebdf4,0.9925170230031366,0.005123807939806604,-0.1219987936054575,25,11,5,,,,,
1175,2e69c48d4,0.9587189128837924,-0.05165419427338046,-0.2796245523785191,24,11,15,N9 Raden KH Abdullah bin Nuh,6.0,4.0,23.28042328042328,38.0
1176,2e698d1b4,0.9910413319324852,0.13162300944537902,0.022637618824142284,26,11,18,Caman Raya,2.0,4.0,64.53488372093024,18.0
1177,2e68e665c,0.5833525358288282,0.5728441981920623,-0.5758032159859556,28,11,16,Dr Djundjunan,6.0,2.0,14.340101522842637,41.0
1178,2e6992484,0.9851151551931886,0.16652723007074866,-0.0426240853704098,25,11,4,Narogong Raya,7.0,2.0,33.09255079006771,92.0
1179,2e6992874,0.9895141643836178,0.14332781243900203,-0.01785655805693817,29,11,11,Wibawa Mukti 2,1.0,3.0,13.251670378619156,140.0
1180,2e69ec434,0.9966634839719941,0.037504957575973885,-0.07249329537295852,26,11,19,,,,,
1181,2e68e8cec,0.5627039226684329,0.5428400607255602,-0.6234492472407264,25,11,18,Kopo,7.0,4.0,59.14221218961625,132.0
1182,2e68e8464,0.5294747976122929,0.5750289456302826,-0.6236971623959395,23,11,9,Terusan Buah Batu,7.0,4.0,69.48888021849396,41.0
1183,2e68e6104,0.576389278812776,0.5626658161387836,-0.5926065968402348,25,11,15,Jenderal Sudirman,2.0,3.0,55.31197301854974,117.0
1184,2e698fbb4,0.9671753364719154,0.25318671269059084,0.021641558108635443,25,11,8,,,,,
1185,2e698d80c,0.9887591087704809,0.14918301100523487,-0.009992699876228332,28,11,15,Jalan Jatiasih,2.0,3.0,27.225130890052363,102.0
1186,2e698fe54,0.962761514749364,0.270346085714701,0.0018054518132143832,25,11,11,Kalimalang (Cibitung-Cikarang),2.0,4.0,86.36163660360756,176.0
1187,2e699a144,0.9510575455292833,0.30071245948141534,-0.0711446540820401,25,11,20,Cibarusah Raya,7.0,4.0,51.69124024284475,70.0
1188,2e69910ec,0.9735819224930645,0.221347090837775,-0.05606875754252416,27,11,0,,,,,
1189,2e68e6d14,0.5869589299220295,0.6043354867634123,-0.5387558204077385,29,11,13,Pagermaneuh,2.0,1.0,22.099447513812144,66.0
1190,2e698c31c,0.9833020501316315,0.17818772565450355,0.03696231368577878,28,11,21,N1 Jenderal Ahmad Yani,2.0,4.0,58.90856523310446,204.0
1191,2e69e8954,0.9902095937874626,-0.06800633368074807,-0.12190200552317032,25,11,6,Muchtar Raya,1.0,3.0,46.55172413793103,18.0
1192,2e699bdb4,0.9363745712698474,0.34238637524691135,-0.0772931583291221,28,11,9,,,,,
1193,2e68e696c,0.5937296530419419,0.5830343851277293,-0.5545773209007251,23,11,13,,,,,
1194,2e698c52c,0.9874333253841954,0.15495031813850615,0.03107775457599151,26,11,4,,,,,
1195,2e698fbfc,0.9657922448123356,0.2589291172489223,0.014179284221834159,27,11,0,Kampung Utan Raya,2.0,4.0,89.19961427193829,78.0
1196,2e698bbcc,0.9829963653821667,0.15722848318773924,0.09485436057415948,25,11,6,,,,,
1197,2e698a4d4,0.9811672414668136,0.15693591813978855,0.1126142169977897,25,11,14,,,,,
1198,2e69ec43c,0.9967626671561278,0.034564169060893775,-0.0725913464603903,25,11,6,,,,,
1199,2e698e874,0.979560711273033,0.19849900001131193,0.03254166444389072,27,11,14,N1 Cut Mutia,6.0,4.0,28.060046189376443,72.0
