s2parent,s2token_15,date,hour,Type,SubType,N_Alerts,Road_Type,Reliability
2e68e64f,2e68e64e4,2020-10-07,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{7},5.0
2e68e64f,2e68e64e4,2020-10-07,18,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},320,{7},6.565625
2e68e64f,2e68e64e4,2020-10-08,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},543,{7},6.0
2e68e64f,2e68e64e4,2020-10-08,13,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",45,"{6, 7}",5.0
2e68e64f,2e68e64e4,2020-10-08,14,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},71,{7},6.0
2e68e64f,2e68e64e4,2020-10-08,15,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},57,{7},6.0
2e68e64f,2e68e64e4,2020-10-08,16,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
2e68e64f,2e68e64e4,2020-10-09,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},538,{7},6.0
2e68e64f,2e68e64e4,2020-10-10,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},539,{7},6.0
2e68e64f,2e68e64e4,2020-10-10,10,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},51,{7},5.352941176470588
2e68e64f,2e68e64e4,2020-10-10,13,{'JAM'},{'JAM'},10,{6},5.0
2e68e64f,2e68e64e4,2020-10-10,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},44,{7},7.7727272727272725
2e68e64f,2e68e64e4,2020-10-10,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},15,{7},5.0
2e68e64f,2e68e64e4,2020-10-11,13,{'JAM'},{'JAM_MODERATE_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64e4,2020-10-11,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},15,{7},6.0
2e68e64f,2e68e64e4,2020-10-14,17,{'JAM'},{'JAM'},7,{6},5.0
2e68e64f,2e68e64e4,2020-10-17,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},36,{6},7.694444444444445
2e68e64f,2e68e64e4,2020-10-18,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64e4,2020-10-19,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},482,{7},6.0
2e68e64f,2e68e64e4,2020-10-20,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},482,{7},6.0
2e68e64f,2e68e64e4,2020-10-21,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},476,{7},6.0
2e68e64f,2e68e64e4,2020-10-22,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},483,{7},6.995859213250518
2e68e64f,2e68e64e4,2020-10-23,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},482,{7},6.0
2e68e64f,2e68e64e4,2020-10-23,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},37,{7},5.45945945945946
2e68e64f,2e68e64e4,2020-10-24,6,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
2e68e64f,2e68e64e4,2020-10-24,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},480,{7},6.0
2e68e64f,2e68e64e4,2020-10-24,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{6},5.0
2e68e64f,2e68e64e4,2020-10-24,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},23,{6},5.565217391304348
2e68e64f,2e68e64e4,2020-10-25,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},483,{7},6.0
2e68e64f,2e68e64e4,2020-10-25,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{7},5.0
2e68e64f,2e68e64e4,2020-10-25,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},8,{7},6.375
2e68e64f,2e68e64e4,2020-10-26,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},485,{7},6.0
2e68e64f,2e68e64e4,2020-10-26,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64e4,2020-10-27,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},484,{7},6.0
2e68e64f,2e68e64e4,2020-10-27,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{7},5.0
2e68e64f,2e68e64e4,2020-10-27,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},35,{6},6.2
2e68e64f,2e68e64e4,2020-10-28,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},482,{7},6.0
2e68e64f,2e68e64e4,2020-10-28,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},28,{7},5.535714285714286
2e68e64f,2e68e64e4,2020-10-29,10,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},482,{7},6.0
2e68e64f,2e68e64e4,2020-10-29,11,{'JAM'},"{'JAM_MODERATE_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",36,{7},5.111111111111111
2e68e64f,2e68e64e4,2020-10-29,13,{'JAM'},"{'JAM_MODERATE_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",16,{7},5.3125
2e68e64f,2e68e64e4,2020-10-29,14,{'JAM'},{'JAM'},5,{7},5.0
2e68e64f,2e68e64e4,2020-10-29,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{7},5.0
2e68e64f,2e68e64e4,2020-10-30,10,"{'JAM', 'ROAD_CLOSED'}","{'JAM_STAND_STILL_TRAFFIC', 'ROAD_CLOSED_EVENT'}",500,{7},6.628
2e68e64f,2e68e64e4,2020-10-30,11,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_MODERATE_TRAFFIC'}",53,{7},5.39622641509434
2e68e64f,2e68e64e4,2020-10-30,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},51,{7},6.411764705882353
2e68e64f,2e68e64e4,2020-10-30,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{7},5.0
2e68e64f,2e68e64e4,2020-10-30,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},52,"{6, 7}",5.596153846153846
2e68e64f,2e68e64e4,2020-10-30,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{7},7.181818181818182
2e68e64f,2e68e64e4,2020-10-30,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},8,{6},6.125
2e68e64f,2e68e64e4,2020-10-30,19,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_MODERATE_TRAFFIC'}",54,{7},5.425925925925926
2e68e64f,2e68e64e4,2020-10-31,10,"{'JAM', 'ROAD_CLOSED'}","{'ROAD_CLOSED_EVENT', 'JAM_HEAVY_TRAFFIC'}",514,{7},5.974708171206226
2e68e64f,2e68e64e4,2020-10-31,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},23,{7},9.043478260869565
2e68e64f,2e68e64e4,2020-10-31,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},100,"{6, 7}",6.95
2e68e64f,2e68e64e4,2020-10-31,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},16,{7},5.0625
2e68e64f,2e68e64e4,2020-10-31,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},32,{7},5.0
2e68e64f,2e68e64e4,2020-10-31,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{7},5.6
2e68e64f,2e68e64e4,2020-11-01,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},37,{7},5.45945945945946
2e68e64f,2e68e64e4,2020-11-03,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{7},5.935483870967742
2e68e64f,2e68e64e4,2020-11-04,18,{'WEATHERHAZARD'},{'WEATHERHAZARD'},30,{7},6.666666666666667
2e68e64f,2e68e64e4,2020-11-06,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64e4,2020-11-06,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},16,{7},7.75
2e68e64f,2e68e64e4,2020-11-07,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},5,{7},7.0
2e68e64f,2e68e64e4,2020-11-08,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{7},5.666666666666667
2e68e64f,2e68e64e4,2020-11-10,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},8,{6},5.0
2e68e64f,2e68e64e4,2020-11-13,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},8,{7},5.0
2e68e64f,2e68e64e4,2020-11-13,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},17,{7},5.823529411764706
2e68e64f,2e68e64e4,2020-11-15,13,{'JAM'},{'JAM'},32,{7},5.0
2e68e64f,2e68e64e4,2020-11-16,13,{'JAM'},{'JAM_MODERATE_TRAFFIC'},31,{7},5.0
2e68e64f,2e68e64e4,2020-11-18,18,{'JAM'},{'JAM'},5,{6},5.0
2e68e64f,2e68e64e4,2020-11-19,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},25,{7},5.36
2e68e64f,2e68e64e4,2020-11-20,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64e4,2020-11-22,11,{'JAM'},{'JAM_MODERATE_TRAFFIC'},6,{6},5.0
2e68e64f,2e68e64e4,2020-11-22,14,{'JAM'},{'JAM'},14,{6},5.0
2e68e64f,2e68e64ec,2020-09-05,21,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",74,"{1, 7}",5.756756756756757
2e68e64f,2e68e64ec,2020-09-07,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},9,{1},5.0
2e68e64f,2e68e64ec,2020-09-20,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64ec,2020-10-06,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},41,{1},6.7317073170731705
2e68e64f,2e68e64ec,2020-10-07,18,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},321,{7},6.56386292834891
2e68e64f,2e68e64ec,2020-10-08,13,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},375,{1},6.256
2e68e64f,2e68e64ec,2020-10-08,15,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},50,{7},6.0
2e68e64f,2e68e64ec,2020-10-10,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},36,{1},6.972222222222222
2e68e64f,2e68e64ec,2020-10-10,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},6,{1},5.0
2e68e64f,2e68e64ec,2020-10-10,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{7},5.903225806451613
2e68e64f,2e68e64ec,2020-10-11,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},20,{7},5.0
2e68e64f,2e68e64ec,2020-10-11,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},6,{7},5.833333333333333
2e68e64f,2e68e64ec,2020-10-12,13,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},247,{7},6.412955465587045
2e68e64f,2e68e64ec,2020-10-17,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64ec,2020-10-22,18,{'JAM'},"{'JAM_MODERATE_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",52,{7},5.3076923076923075
2e68e64f,2e68e64ec,2020-10-25,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{1},5.0
2e68e64f,2e68e64ec,2020-10-29,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},34,{7},5.4411764705882355
2e68e64f,2e68e64ec,2020-10-30,10,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},48,{7},5.291666666666667
2e68e64f,2e68e64ec,2020-10-30,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},6,{7},5.0
2e68e64f,2e68e64ec,2020-10-30,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},36,{1},5.444444444444445
2e68e64f,2e68e64ec,2020-10-30,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{7},5.0
2e68e64f,2e68e64ec,2020-10-31,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},22,{7},5.181818181818182
2e68e64f,2e68e64ec,2020-11-08,7,{'WEATHERHAZARD'},{'WEATHERHAZARD'},31,{7},5.741935483870968
2e68e64f,2e68e64ec,2020-11-09,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},40,{1},5.45
2e68e64f,2e68e64ec,2020-11-13,9,{'WEATHERHAZARD'},{'WEATHERHAZARD'},34,{7},5.970588235294118
2e68e64f,2e68e64ec,2020-11-14,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},31,{7},5.516129032258065
2e68e64f,2e68e64ec,2020-11-19,12,{'JAM'},{'JAM_MODERATE_TRAFFIC'},17,{7},5.0
2e68e64f,2e68e64ec,2020-11-22,13,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",41,{7},6.097560975609756
2e68e64f,2e68e64ec,2020-11-22,18,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{7},5.0
2e68e64f,2e68e64f4,2020-09-05,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{7},5.0
2e68e64f,2e68e64f4,2020-09-12,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},39,{1},6.487179487179487
2e68e64f,2e68e64f4,2020-09-23,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},45,{1},5.333333333333333
2e68e64f,2e68e64f4,2020-10-02,15,{'JAM'},{'JAM_MODERATE_TRAFFIC'},6,{1},5.0
2e68e64f,2e68e64f4,2020-10-03,10,{'JAM'},{'JAM_MODERATE_TRAFFIC'},10,{7},5.0
2e68e64f,2e68e64f4,2020-10-03,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},11,{7},5.909090909090909
2e68e64f,2e68e64f4,2020-10-03,20,{'JAM'},{'JAM_HEAVY_TRAFFIC'},32,{1},5.0
2e68e64f,2e68e64f4,2020-10-04,11,{'JAM'},{'JAM'},30,{7},5.0
2e68e64f,2e68e64f4,2020-10-07,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},67,"{1, 2, 7}",5.223880597014926
2e68e64f,2e68e64f4,2020-10-07,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},30,{1},5.0
2e68e64f,2e68e64f4,2020-10-07,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{7},5.0
2e68e64f,2e68e64f4,2020-10-07,18,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},2586,"{2, 7}",6.069992266047951
2e68e64f,2e68e64f4,2020-10-08,0,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
2e68e64f,2e68e64f4,2020-10-08,14,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},15,{7},6.0
2e68e64f,2e68e64f4,2020-10-08,15,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},452,"{2, 7}",6.0
2e68e64f,2e68e64f4,2020-10-10,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},47,{7},5.361702127659575
2e68e64f,2e68e64f4,2020-10-11,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},22,{1},5.0
2e68e64f,2e68e64f4,2020-10-12,13,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1977,"{2, 7}",6.103692463328275
2e68e64f,2e68e64f4,2020-10-18,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},36,{7},6.138888888888889
2e68e64f,2e68e64f4,2020-10-22,21,{'JAM'},{'JAM'},5,{7},5.0
2e68e64f,2e68e64f4,2020-10-31,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},33,{7},6.303030303030303
2e68e64f,2e68e64f4,2020-11-03,10,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{7},5.0
2e68e64f,2e68e64f4,2020-11-05,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},9,{7},5.0
2e68e64f,2e68e64f4,2020-11-08,1,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},31,{2},5.0
2e68e64f,2e68e64f4,2020-11-08,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},12,{7},5.0
2e68e64f,2e68e64f4,2020-11-11,18,{'JAM'},{'JAM'},13,{7},5.0
2e68e64f,2e68e64f4,2020-11-15,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},25,{7},6.16
2e68e64f,2e68e64f4,2020-11-18,10,{'WEATHERHAZARD'},{'WEATHERHAZARD'},31,{7},7.0
2e68e64f,2e68e64f4,2020-11-21,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},19,{7},5.0
2e68e64f,2e68e64fc,2020-09-05,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},6,{6},5.0
2e68e64f,2e68e64fc,2020-09-05,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},14,{6},5.0
2e68e64f,2e68e64fc,2020-09-05,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},29,{2},5.0
2e68e64f,2e68e64fc,2020-09-05,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},66,{2},5.984848484848484
2e68e64f,2e68e64fc,2020-09-12,21,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",33,{2},5.0
2e68e64f,2e68e64fc,2020-09-19,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},62,"{2, 7}",6.064516129032258
2e68e64f,2e68e64fc,2020-09-24,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{2},5.0
2e68e64f,2e68e64fc,2020-09-24,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},38,{2},5.0
2e68e64f,2e68e64fc,2020-09-25,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},64,{2},5.0
2e68e64f,2e68e64fc,2020-09-25,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},45,{2},5.377777777777778
2e68e64f,2e68e64fc,2020-09-26,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},19,{2},5.0
2e68e64f,2e68e64fc,2020-09-26,16,{'JAM'},{'JAM_HEAVY_TRAFFIC'},61,{2},5.885245901639344
2e68e64f,2e68e64fc,2020-09-26,22,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_MODERATE_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",120,{2},5.0
2e68e64f,2e68e64fc,2020-09-28,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},62,{2},5.0
2e68e64f,2e68e64fc,2020-09-30,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},60,{2},5.0
2e68e64f,2e68e64fc,2020-10-02,15,{'JAM'},{'JAM'},22,{2},5.0
2e68e64f,2e68e64fc,2020-10-03,9,{'JAM'},{'JAM_HEAVY_TRAFFIC'},30,{2},5.0
2e68e64f,2e68e64fc,2020-10-03,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{2},5.0
2e68e64f,2e68e64fc,2020-10-03,15,{'JAM'},{'JAM_HEAVY_TRAFFIC'},41,{2},8.268292682926829
2e68e64f,2e68e64fc,2020-10-03,20,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},32,{2},5.0
2e68e64f,2e68e64fc,2020-10-03,21,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},37,{6},5.324324324324325
2e68e64f,2e68e64fc,2020-10-04,15,{'JAM'},{'JAM_MODERATE_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64fc,2020-10-06,10,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},8,{6},5.875
2e68e64f,2e68e64fc,2020-10-06,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},9,{7},5.0
2e68e64f,2e68e64fc,2020-10-07,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},34,{2},5.382352941176471
2e68e64f,2e68e64fc,2020-10-08,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},13,{7},5.0
2e68e64f,2e68e64fc,2020-10-08,15,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},50,{2},6.0
2e68e64f,2e68e64fc,2020-10-12,13,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},247,{2},6.421052631578948
2e68e64f,2e68e64fc,2020-10-12,16,{'WEATHERHAZARD'},{'HAZARD_WEATHER_HAIL'},30,{7},6.1
2e68e64f,2e68e64fc,2020-10-13,16,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{7},5.428571428571429
2e68e64f,2e68e64fc,2020-10-15,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},10,{2},5.9
2e68e64f,2e68e64fc,2020-10-17,21,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_MODERATE_TRAFFIC'}",43,"{6, 7}",6.1395348837209305
2e68e64f,2e68e64fc,2020-10-17,22,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},33,{2},6.757575757575758
2e68e64f,2e68e64fc,2020-10-19,16,{'JAM'},{'JAM_MODERATE_TRAFFIC'},6,{6},5.0
2e68e64f,2e68e64fc,2020-10-24,18,{'WEATHERHAZARD'},{'HAZARD_ON_ROAD_CONSTRUCTION'},20,{6},6.75
2e68e64f,2e68e64fc,2020-10-25,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},36,{7},7.333333333333333
2e68e64f,2e68e64fc,2020-10-25,15,{'JAM'},{'JAM_MODERATE_TRAFFIC'},5,{6},5.0
2e68e64f,2e68e64fc,2020-10-27,13,{'JAM'},{'JAM_MODERATE_TRAFFIC'},9,{6},5.0
2e68e64f,2e68e64fc,2020-10-27,14,{'JAM'},{'JAM_HEAVY_TRAFFIC'},29,{7},5.655172413793103
2e68e64f,2e68e64fc,2020-10-29,10,{'JAM'},{'JAM'},7,{6},5.0
2e68e64f,2e68e64fc,2020-10-29,12,{'JAM'},{'JAM_HEAVY_TRAFFIC'},7,{6},5.0
2e68e64f,2e68e64fc,2020-10-29,13,{'JAM'},{'JAM_HEAVY_TRAFFIC'},32,{1},5.90625
2e68e64f,2e68e64fc,2020-10-29,14,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},9,{1},6.111111111111111
2e68e64f,2e68e64fc,2020-10-30,8,{'JAM'},{'JAM'},5,{7},5.0
2e68e64f,2e68e64fc,2020-10-30,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},38,{7},7.2368421052631575
2e68e64f,2e68e64fc,2020-10-30,14,{'JAM'},"{'JAM_STAND_STILL_TRAFFIC', 'JAM_HEAVY_TRAFFIC'}",54,{7},6.333333333333333
2e68e64f,2e68e64fc,2020-10-30,17,{'JAM'},{'JAM_MODERATE_TRAFFIC'},31,{7},5.0
2e68e64f,2e68e64fc,2020-10-30,19,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},34,{7},5.0
2e68e64f,2e68e64fc,2020-10-31,10,{'JAM'},{'JAM_HEAVY_TRAFFIC'},42,{1},7.0476190476190474
2e68e64f,2e68e64fc,2020-10-31,11,{'JAM'},{'JAM_HEAVY_TRAFFIC'},5,{6},5.0
2e68e64f,2e68e64fc,2020-10-31,12,{'JAM'},{'JAM'},30,{7},5.0
2e68e64f,2e68e64fc,2020-10-31,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},8,{7},5.0
2e68e64f,2e68e64fc,2020-10-31,15,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},38,{7},6.2894736842105265
2e68e64f,2e68e64fc,2020-11-07,15,{'JAM'},{'JAM'},6,{6},5.0
2e68e64f,2e68e64fc,2020-11-07,19,{'JAM'},{'JAM'},6,{6},5.0
2e68e64f,2e68e64fc,2020-11-08,13,{'JAM'},{'JAM'},6,{6},5.0
2e68e64f,2e68e64fc,2020-11-14,12,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},7,{6},5.0
2e68e64f,2e68e64fc,2020-11-15,17,{'JAM'},{'JAM_HEAVY_TRAFFIC'},15,{7},5.0
2e68e64f,2e68e64fc,2020-11-16,17,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},5,{7},5.0
2e68e64f,2e68e64fc,2020-11-20,19,{'JAM'},{'JAM_MODERATE_TRAFFIC'},17,{7},5.0
2e68e64f,2e68e64fc,2020-11-21,12,{'JAM'},{'JAM_MODERATE_TRAFFIC'},6,{7},5.0
2e68e64f,2e68e64fc,2020-11-22,13,{'JAM'},{'JAM_STAND_STILL_TRAFFIC'},14,{7},9.0
2e68e651,2e68e6504,2020-11-20,21,{'JAM'},{'JAM'},33,{1},5.0
2e68e651,2e68e650c,2020-10-31,13,{'JAM'},{'JAM'},9,{1},5.0
2e68e651,2e68e6514,2020-09-01,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1620,{7},6.0
2e68e651,2e68e6514,2020-09-02,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1624,{7},6.0
2e68e651,2e68e6514,2020-09-03,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1620,{7},6.0
2e68e651,2e68e6514,2020-09-04,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1614,{7},6.0
2e68e651,2e68e6514,2020-09-05,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1622,{7},6.0
2e68e651,2e68e6514,2020-09-06,6,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},2,{7},6.0
2e68e651,2e68e6514,2020-09-06,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},228,{7},6.0
2e68e651,2e68e6514,2020-09-07,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1617,{7},6.0
2e68e651,2e68e6514,2020-09-08,6,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
2e68e651,2e68e6514,2020-09-08,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1623,{7},6.0
2e68e651,2e68e6514,2020-09-09,6,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
2e68e651,2e68e6514,2020-09-09,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},8,{7},6.0
2e68e651,2e68e6514,2020-09-09,17,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},85,{7},6.0
2e68e651,2e68e6514,2020-09-09,21,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1081,{7},6.0
2e68e651,2e68e6514,2020-09-09,22,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},479,{7},6.0
2e68e651,2e68e6514,2020-09-10,9,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},103,{7},6.0
2e68e651,2e68e6514,2020-09-10,21,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1080,{7},6.0
2e68e651,2e68e6514,2020-09-10,22,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},478,{7},6.0
2e68e651,2e68e6514,2020-09-11,6,{'ROAD_CLOSED'},{'ROAD_CLOSED_EVENT'},1,{7},6.0
